name,expression,delay,decay,truncation,neutralization,pasteurization,nanHandling
r34_r3cp_d7,"ey = ts_backfill(anl4_ebit_value, 40) / cap; np = ts_backfill(anl4_fs_detail_estimates_advanced_af_nd_netprofit_mean, 40) / cap; s = ey + np; r = group_zscore(winsorize(ts_rank(s, 120), std=3.0), subindustry); c = group_zscore(winsorize(ts_mean(rel_ret_comp, 10), std=3.0), industry); p = group_zscore(winsorize(ts_mean(pcr_oi_180, 20), std=3.0), industry); group_zscore(winsorize(r + r + r + c + p, std=3.0), industry)",1,7,0.01,NONE,ON,ON
r34_r2up_d7,"ey = ts_backfill(anl4_ebit_value, 40) / cap; np = ts_backfill(anl4_fs_detail_estimates_advanced_af_nd_netprofit_mean, 40) / cap; s = ey + np; r = group_zscore(winsorize(ts_rank(s, 120), std=3.0), subindustry); u = group_zscore(winsorize(ts_mean(rel_num_all, 10), std=3.0), industry); p = group_zscore(winsorize(ts_mean(pcr_oi_180, 20), std=3.0), industry); group_zscore(winsorize(r + r + u + p, std=3.0), industry)",1,7,0.01,NONE,ON,ON
r34_r2cp_sub_d7,"ey = ts_backfill(anl4_ebit_value, 40) / cap; np = ts_backfill(anl4_fs_detail_estimates_advanced_af_nd_netprofit_mean, 40) / cap; s = ey + np; r = group_zscore(winsorize(ts_rank(s, 120), std=3.0), subindustry); c = group_zscore(winsorize(ts_mean(rel_ret_comp, 10), std=3.0), subindustry); p = group_zscore(winsorize(ts_mean(pcr_oi_180, 20), std=3.0), subindustry); group_zscore(winsorize(r + r + c + p, std=3.0), subindustry)",1,7,0.01,NONE,ON,ON
r34_r2cp_k250_d7,"ey = ts_backfill(anl4_ebit_value, 40) / cap; np = ts_backfill(anl4_fs_detail_estimates_advanced_af_nd_netprofit_mean, 40) / cap; s = ey + np; r = group_zscore(winsorize(ts_rank(s, 250), std=3.0), subindustry); c = group_zscore(winsorize(ts_mean(rel_ret_comp, 10), std=3.0), industry); p = group_zscore(winsorize(ts_mean(pcr_oi_180, 20), std=3.0), industry); group_zscore(winsorize(r + r + c + p, std=3.0), industry)",1,7,0.01,NONE,ON,ON
r34_r2cp_k60_d7,"ey = ts_backfill(anl4_ebit_value, 40) / cap; np = ts_backfill(anl4_fs_detail_estimates_advanced_af_nd_netprofit_mean, 40) / cap; s = ey + np; r = group_zscore(winsorize(ts_rank(s, 60), std=3.0), subindustry); c = group_zscore(winsorize(ts_mean(rel_ret_comp, 10), std=3.0), industry); p = group_zscore(winsorize(ts_mean(pcr_oi_180, 20), std=3.0), industry); group_zscore(winsorize(r + r + c + p, std=3.0), industry)",1,7,0.01,NONE,ON,ON
r34_r2cp_c20_d7,"ey = ts_backfill(anl4_ebit_value, 40) / cap; np = ts_backfill(anl4_fs_detail_estimates_advanced_af_nd_netprofit_mean, 40) / cap; s = ey + np; r = group_zscore(winsorize(ts_rank(s, 120), std=3.0), subindustry); c = group_zscore(winsorize(ts_mean(rel_ret_comp, 20), std=3.0), industry); p = group_zscore(winsorize(ts_mean(pcr_oi_180, 20), std=3.0), industry); group_zscore(winsorize(r + r + c + p, std=3.0), industry)",1,7,0.01,NONE,ON,ON
r34_r2cp_c5_d7,"ey = ts_backfill(anl4_ebit_value, 40) / cap; np = ts_backfill(anl4_fs_detail_estimates_advanced_af_nd_netprofit_mean, 40) / cap; s = ey + np; r = group_zscore(winsorize(ts_rank(s, 120), std=3.0), subindustry); c = group_zscore(winsorize(ts_mean(rel_ret_comp, 5), std=3.0), industry); p = group_zscore(winsorize(ts_mean(pcr_oi_180, 20), std=3.0), industry); group_zscore(winsorize(r + r + c + p, std=3.0), industry)",1,7,0.01,NONE,ON,ON
r34_r2cp_p10_d7,"ey = ts_backfill(anl4_ebit_value, 40) / cap; np = ts_backfill(anl4_fs_detail_estimates_advanced_af_nd_netprofit_mean, 40) / cap; s = ey + np; r = group_zscore(winsorize(ts_rank(s, 120), std=3.0), subindustry); c = group_zscore(winsorize(ts_mean(rel_ret_comp, 10), std=3.0), industry); p = group_zscore(winsorize(ts_mean(pcr_oi_180, 10), std=3.0), industry); group_zscore(winsorize(r + r + c + p, std=3.0), industry)",1,7,0.01,NONE,ON,ON
r34_r2cp2_d7,"ey = ts_backfill(anl4_ebit_value, 40) / cap; np = ts_backfill(anl4_fs_detail_estimates_advanced_af_nd_netprofit_mean, 40) / cap; s = ey + np; r = group_zscore(winsorize(ts_rank(s, 120), std=3.0), subindustry); c = group_zscore(winsorize(ts_mean(rel_ret_comp, 10), std=3.0), industry); p = group_zscore(winsorize(ts_mean(pcr_oi_180, 20), std=3.0), industry); group_zscore(winsorize(r + r + c + p + p, std=3.0), industry)",1,7,0.01,NONE,ON,ON
r34_r2cop_d7,"ey = ts_backfill(anl4_ebit_value, 40) / cap; np = ts_backfill(anl4_fs_detail_estimates_advanced_af_nd_netprofit_mean, 40) / cap; s = ey + np; r = group_zscore(winsorize(ts_rank(s, 120), std=3.0), subindustry); c = group_zscore(winsorize(ts_mean(rel_ret_comp, 10), std=3.0), industry); o = group_zscore(winsorize(ts_mean(operating_income / cap, 20), std=3.0), subindustry); group_zscore(winsorize(r + r + c + o, std=3.0), industry)",1,7,0.01,NONE,ON,ON
r34_r2cpo_d7,"ey = ts_backfill(anl4_ebit_value, 40) / cap; np = ts_backfill(anl4_fs_detail_estimates_advanced_af_nd_netprofit_mean, 40) / cap; s = ey + np; r = group_zscore(winsorize(ts_rank(s, 120), std=3.0), subindustry); c = group_zscore(winsorize(ts_mean(rel_ret_comp, 10), std=3.0), industry); p = group_zscore(winsorize(ts_mean(pcr_oi_180, 20), std=3.0), industry); o = group_zscore(winsorize(ts_mean(operating_income / cap, 20), std=3.0), subindustry); group_zscore(winsorize(r + r + c + p + o, std=3.0), industry)",1,7,0.01,NONE,ON,ON
r34_r2cpm_d7,"ey = ts_backfill(anl4_ebit_value, 40) / cap; np = ts_backfill(anl4_fs_detail_estimates_advanced_af_nd_netprofit_mean, 40) / cap; s = ey + np; r = group_zscore(winsorize(ts_rank(s, 120), std=3.0), subindustry); c = group_zscore(winsorize(ts_mean(rel_ret_comp, 10), std=3.0), industry); p = group_zscore(winsorize(ts_mean(pcr_oi_180, 20), std=3.0), industry); m = group_zscore(winsorize(-ts_mean(analyst_revision_rank_derivative, 20), std=3.0), industry); group_zscore(winsorize(r + r + c + p + m, std=3.0), industry)",1,7,0.01,NONE,ON,ON
