name,expression,delay,decay,truncation,neutralization,pasteurization,nanHandling
r31_anl_system_3to1,"ey = ts_backfill(anl4_ebit_value, 40) / cap; np = ts_backfill(anl4_fs_detail_estimates_advanced_af_nd_netprofit_mean, 40) / cap; s = ey + np; a = group_zscore(winsorize(ts_mean(s - ts_mean(s, 120), 20), std=3.0), subindustry); v = -ts_mean(systematic_risk_last_30_days / systematic_risk_last_360_days, 10); c = group_zscore(winsorize(v, std=3.0), industry); group_zscore(winsorize(a + a + a + c, std=3.0), industry)",1,12,0.01,NONE,ON,ON
r31_anl_relret_3to1,"ey = ts_backfill(anl4_ebit_value, 40) / cap; np = ts_backfill(anl4_fs_detail_estimates_advanced_af_nd_netprofit_mean, 40) / cap; s = ey + np; a = group_zscore(winsorize(ts_mean(s - ts_mean(s, 120), 20), std=3.0), subindustry); c = group_zscore(winsorize(ts_mean(rel_ret_comp, 10), std=3.0), industry); group_zscore(winsorize(a + a + a + c, std=3.0), industry)",1,12,0.01,NONE,ON,ON
r31_anl_rev5_3to1,"ey = ts_backfill(anl4_ebit_value, 40) / cap; np = ts_backfill(anl4_fs_detail_estimates_advanced_af_nd_netprofit_mean, 40) / cap; s = ey + np; a = group_zscore(winsorize(ts_mean(s - ts_mean(s, 120), 20), std=3.0), subindustry); c = group_zscore(winsorize(-ts_mean(returns, 5), std=3.0), industry); group_zscore(winsorize(a + a + a + c, std=3.0), industry)",1,12,0.01,NONE,ON,ON
r31_anl_skew90_3to1,"ey = ts_backfill(anl4_ebit_value, 40) / cap; np = ts_backfill(anl4_fs_detail_estimates_advanced_af_nd_netprofit_mean, 40) / cap; s = ey + np; a = group_zscore(winsorize(ts_mean(s - ts_mean(s, 120), 20), std=3.0), subindustry); b = group_zscore(winsorize(ts_mean(implied_volatility_mean_skew_90, 20), std=3.0), industry); group_zscore(winsorize(a + a + a + b, std=3.0), industry)",1,12,0.01,NONE,ON,ON
r31_anl_skew360_3to1,"ey = ts_backfill(anl4_ebit_value, 40) / cap; np = ts_backfill(anl4_fs_detail_estimates_advanced_af_nd_netprofit_mean, 40) / cap; s = ey + np; a = group_zscore(winsorize(ts_mean(s - ts_mean(s, 120), 20), std=3.0), subindustry); b = group_zscore(winsorize(ts_mean(implied_volatility_mean_skew_360, 20), std=3.0), industry); group_zscore(winsorize(a + a + a + b, std=3.0), industry)",1,12,0.01,NONE,ON,ON
r31_anl_system_2to1,"ey = ts_backfill(anl4_ebit_value, 40) / cap; np = ts_backfill(anl4_fs_detail_estimates_advanced_af_nd_netprofit_mean, 40) / cap; s = ey + np; a = group_zscore(winsorize(ts_mean(s - ts_mean(s, 120), 20), std=3.0), subindustry); v = -ts_mean(systematic_risk_last_30_days / systematic_risk_last_360_days, 10); c = group_zscore(winsorize(v, std=3.0), industry); group_zscore(winsorize(a + a + c, std=3.0), industry)",1,12,0.01,NONE,ON,ON
r31_anl_rev5_2to1,"ey = ts_backfill(anl4_ebit_value, 40) / cap; np = ts_backfill(anl4_fs_detail_estimates_advanced_af_nd_netprofit_mean, 40) / cap; s = ey + np; a = group_zscore(winsorize(ts_mean(s - ts_mean(s, 120), 20), std=3.0), subindustry); c = group_zscore(winsorize(-ts_mean(returns, 5), std=3.0), industry); group_zscore(winsorize(a + a + c, std=3.0), industry)",1,12,0.01,NONE,ON,ON
r31_anl_system_relret_2to1to1,"ey = ts_backfill(anl4_ebit_value, 40) / cap; np = ts_backfill(anl4_fs_detail_estimates_advanced_af_nd_netprofit_mean, 40) / cap; s = ey + np; a = group_zscore(winsorize(ts_mean(s - ts_mean(s, 120), 20), std=3.0), subindustry); v = -ts_mean(systematic_risk_last_30_days / systematic_risk_last_360_days, 10); c = group_zscore(winsorize(v, std=3.0), industry); d = group_zscore(winsorize(ts_mean(rel_ret_comp, 10), std=3.0), industry); group_zscore(winsorize(a + a + c + d, std=3.0), industry)",1,12,0.01,NONE,ON,ON
r31_anl_relret_rev5_2to1to1,"ey = ts_backfill(anl4_ebit_value, 40) / cap; np = ts_backfill(anl4_fs_detail_estimates_advanced_af_nd_netprofit_mean, 40) / cap; s = ey + np; a = group_zscore(winsorize(ts_mean(s - ts_mean(s, 120), 20), std=3.0), subindustry); c = group_zscore(winsorize(ts_mean(rel_ret_comp, 10), std=3.0), industry); d = group_zscore(winsorize(-ts_mean(returns, 5), std=3.0), industry); group_zscore(winsorize(a + a + c + d, std=3.0), industry)",1,12,0.01,NONE,ON,ON
r31_anl_skew180_rev_2to1to1,"ey = ts_backfill(anl4_ebit_value, 40) / cap; np = ts_backfill(anl4_fs_detail_estimates_advanced_af_nd_netprofit_mean, 40) / cap; s = ey + np; a = group_zscore(winsorize(ts_mean(s - ts_mean(s, 120), 20), std=3.0), subindustry); b = group_zscore(winsorize(ts_mean(implied_volatility_mean_skew_180, 20), std=3.0), industry); c = group_zscore(winsorize(-ts_mean(returns, 5), std=3.0), industry); group_zscore(winsorize(a + a + b + c, std=3.0), industry)",1,12,0.01,NONE,ON,ON
