name,expression,delay,decay,truncation,neutralization,pasteurization,nanHandling
r39_r3d2u_k250_d7,"ey = ts_backfill(anl4_ebit_value, 40) / cap; np = ts_backfill(anl4_fs_detail_estimates_advanced_af_nd_netprofit_mean, 40) / cap; s = ey + np; r = group_zscore(winsorize(ts_rank(s, 250), std=3.0), subindustry); d = group_zscore(winsorize(ts_mean(ts_backfill(debt, 60) / cap, 20), std=3.0), subindustry); u = group_zscore(winsorize(ts_mean(rel_num_all, 10), std=3.0), industry); group_zscore(winsorize(r + r + r + d + d + u, std=3.0), industry)",1,7,0.01,NONE,ON,ON
r39_r3g2u_k250_d7,"ey = ts_backfill(anl4_ebit_value, 40) / cap; np = ts_backfill(anl4_fs_detail_estimates_advanced_af_nd_netprofit_mean, 40) / cap; s = ey + np; r = group_zscore(winsorize(ts_rank(s, 250), std=3.0), subindustry); g = group_zscore(winsorize(ts_mean(ts_backfill(cogs, 60) / cap, 20), std=3.0), subindustry); u = group_zscore(winsorize(ts_mean(rel_num_all, 10), std=3.0), industry); group_zscore(winsorize(r + r + r + g + g + u, std=3.0), industry)",1,7,0.01,NONE,ON,ON
r39_r3d2g_k250_d7,"ey = ts_backfill(anl4_ebit_value, 40) / cap; np = ts_backfill(anl4_fs_detail_estimates_advanced_af_nd_netprofit_mean, 40) / cap; s = ey + np; r = group_zscore(winsorize(ts_rank(s, 250), std=3.0), subindustry); d = group_zscore(winsorize(ts_mean(ts_backfill(debt, 60) / cap, 20), std=3.0), subindustry); g = group_zscore(winsorize(ts_mean(ts_backfill(cogs, 60) / cap, 20), std=3.0), subindustry); group_zscore(winsorize(r + r + r + d + d + g, std=3.0), industry)",1,7,0.01,NONE,ON,ON
r39_r4d2u_k250_d7,"ey = ts_backfill(anl4_ebit_value, 40) / cap; np = ts_backfill(anl4_fs_detail_estimates_advanced_af_nd_netprofit_mean, 40) / cap; s = ey + np; r = group_zscore(winsorize(ts_rank(s, 250), std=3.0), subindustry); d = group_zscore(winsorize(ts_mean(ts_backfill(debt, 60) / cap, 20), std=3.0), subindustry); u = group_zscore(winsorize(ts_mean(rel_num_all, 10), std=3.0), industry); group_zscore(winsorize(r + r + r + r + d + d + u, std=3.0), industry)",1,7,0.01,NONE,ON,ON
r39_r4g2u_k250_d7,"ey = ts_backfill(anl4_ebit_value, 40) / cap; np = ts_backfill(anl4_fs_detail_estimates_advanced_af_nd_netprofit_mean, 40) / cap; s = ey + np; r = group_zscore(winsorize(ts_rank(s, 250), std=3.0), subindustry); g = group_zscore(winsorize(ts_mean(ts_backfill(cogs, 60) / cap, 20), std=3.0), subindustry); u = group_zscore(winsorize(ts_mean(rel_num_all, 10), std=3.0), industry); group_zscore(winsorize(r + r + r + r + g + g + u, std=3.0), industry)",1,7,0.01,NONE,ON,ON
r39_r4d2g_k250_d7,"ey = ts_backfill(anl4_ebit_value, 40) / cap; np = ts_backfill(anl4_fs_detail_estimates_advanced_af_nd_netprofit_mean, 40) / cap; s = ey + np; r = group_zscore(winsorize(ts_rank(s, 250), std=3.0), subindustry); d = group_zscore(winsorize(ts_mean(ts_backfill(debt, 60) / cap, 20), std=3.0), subindustry); g = group_zscore(winsorize(ts_mean(ts_backfill(cogs, 60) / cap, 20), std=3.0), subindustry); group_zscore(winsorize(r + r + r + r + d + d + g, std=3.0), industry)",1,7,0.01,NONE,ON,ON
r39_r3d2gu_k250_d7,"ey = ts_backfill(anl4_ebit_value, 40) / cap; np = ts_backfill(anl4_fs_detail_estimates_advanced_af_nd_netprofit_mean, 40) / cap; s = ey + np; r = group_zscore(winsorize(ts_rank(s, 250), std=3.0), subindustry); d = group_zscore(winsorize(ts_mean(ts_backfill(debt, 60) / cap, 20), std=3.0), subindustry); g = group_zscore(winsorize(ts_mean(ts_backfill(cogs, 60) / cap, 20), std=3.0), subindustry); u = group_zscore(winsorize(ts_mean(rel_num_all, 10), std=3.0), industry); group_zscore(winsorize(r + r + r + d + d + g + u, std=3.0), industry)",1,7,0.01,NONE,ON,ON
r39_r4d2gu_k250_d7,"ey = ts_backfill(anl4_ebit_value, 40) / cap; np = ts_backfill(anl4_fs_detail_estimates_advanced_af_nd_netprofit_mean, 40) / cap; s = ey + np; r = group_zscore(winsorize(ts_rank(s, 250), std=3.0), subindustry); d = group_zscore(winsorize(ts_mean(ts_backfill(debt, 60) / cap, 20), std=3.0), subindustry); g = group_zscore(winsorize(ts_mean(ts_backfill(cogs, 60) / cap, 20), std=3.0), subindustry); u = group_zscore(winsorize(ts_mean(rel_num_all, 10), std=3.0), industry); group_zscore(winsorize(r + r + r + r + d + d + g + u, std=3.0), industry)",1,7,0.01,NONE,ON,ON
r39_r3d2g_k500_d7,"ey = ts_backfill(anl4_ebit_value, 40) / cap; np = ts_backfill(anl4_fs_detail_estimates_advanced_af_nd_netprofit_mean, 40) / cap; s = ey + np; r = group_zscore(winsorize(ts_rank(s, 500), std=3.0), subindustry); d = group_zscore(winsorize(ts_mean(ts_backfill(debt, 60) / cap, 20), std=3.0), subindustry); g = group_zscore(winsorize(ts_mean(ts_backfill(cogs, 60) / cap, 20), std=3.0), subindustry); group_zscore(winsorize(r + r + r + d + d + g, std=3.0), industry)",1,7,0.01,NONE,ON,ON
r39_r3d2xu_k250_d7,"ey = ts_backfill(anl4_ebit_value, 40) / cap; np = ts_backfill(anl4_fs_detail_estimates_advanced_af_nd_netprofit_mean, 40) / cap; s = ey + np; r = group_zscore(winsorize(ts_rank(s, 250), std=3.0), subindustry); d = group_zscore(winsorize(ts_mean(ts_backfill(debt, 60) / cap, 20), std=3.0), subindustry); x = group_zscore(winsorize(ts_mean(ts_backfill(capex, 60) / cap, 20), std=3.0), subindustry); u = group_zscore(winsorize(ts_mean(rel_num_all, 10), std=3.0), industry); group_zscore(winsorize(r + r + r + d + d + x + u, std=3.0), industry)",1,7,0.01,NONE,ON,ON
