name,expression,delay,decay,truncation,neutralization,pasteurization,nanHandling
r32_anl_sent_pcr,"ey = ts_backfill(anl4_ebit_value, 40) / cap; np = ts_backfill(anl4_fs_detail_estimates_advanced_af_nd_netprofit_mean, 40) / cap; s = ey + np; a = group_zscore(winsorize(ts_mean(s - ts_mean(s, 120), 20), std=3.0), subindustry); q = group_zscore(winsorize(-ts_mean(scl12_sentiment, 5), std=3.0), industry); p = group_zscore(winsorize(ts_mean(pcr_oi_180, 20), std=3.0), industry); group_zscore(winsorize(a + a + q + p, std=3.0), industry)",1,12,0.01,NONE,ON,ON
r32_anl_pcr3,"ey = ts_backfill(anl4_ebit_value, 40) / cap; np = ts_backfill(anl4_fs_detail_estimates_advanced_af_nd_netprofit_mean, 40) / cap; s = ey + np; a = group_zscore(winsorize(ts_mean(s - ts_mean(s, 120), 20), std=3.0), subindustry); p = group_zscore(winsorize(ts_mean(pcr_oi_180, 20), std=3.0), industry); group_zscore(winsorize(a + a + a + p, std=3.0), industry)",1,12,0.01,NONE,ON,ON
r32_anl_sent3,"ey = ts_backfill(anl4_ebit_value, 40) / cap; np = ts_backfill(anl4_fs_detail_estimates_advanced_af_nd_netprofit_mean, 40) / cap; s = ey + np; a = group_zscore(winsorize(ts_mean(s - ts_mean(s, 120), 20), std=3.0), subindustry); q = group_zscore(winsorize(-ts_mean(scl12_sentiment, 20), std=3.0), industry); group_zscore(winsorize(a + a + a + q, std=3.0), industry)",1,12,0.01,NONE,ON,ON
r32_anl_pcr_rev,"ey = ts_backfill(anl4_ebit_value, 40) / cap; np = ts_backfill(anl4_fs_detail_estimates_advanced_af_nd_netprofit_mean, 40) / cap; s = ey + np; a = group_zscore(winsorize(ts_mean(s - ts_mean(s, 120), 20), std=3.0), subindustry); p = group_zscore(winsorize(ts_mean(pcr_oi_180, 20), std=3.0), industry); d = group_zscore(winsorize(-ts_mean(returns, 5), std=3.0), industry); group_zscore(winsorize(a + a + p + d, std=3.0), industry)",1,12,0.01,NONE,ON,ON
r32_anl_sent_rev,"ey = ts_backfill(anl4_ebit_value, 40) / cap; np = ts_backfill(anl4_fs_detail_estimates_advanced_af_nd_netprofit_mean, 40) / cap; s = ey + np; a = group_zscore(winsorize(ts_mean(s - ts_mean(s, 120), 20), std=3.0), subindustry); q = group_zscore(winsorize(-ts_mean(scl12_sentiment, 5), std=3.0), industry); d = group_zscore(winsorize(-ts_mean(returns, 5), std=3.0), industry); group_zscore(winsorize(a + a + q + d, std=3.0), industry)",1,12,0.01,NONE,ON,ON
r32_anl_relret_sent,"ey = ts_backfill(anl4_ebit_value, 40) / cap; np = ts_backfill(anl4_fs_detail_estimates_advanced_af_nd_netprofit_mean, 40) / cap; s = ey + np; a = group_zscore(winsorize(ts_mean(s - ts_mean(s, 120), 20), std=3.0), subindustry); c = group_zscore(winsorize(ts_mean(rel_ret_comp, 10), std=3.0), industry); q = group_zscore(winsorize(-ts_mean(scl12_sentiment, 5), std=3.0), industry); group_zscore(winsorize(a + a + c + q, std=3.0), industry)",1,12,0.01,NONE,ON,ON
r32_anl_pcr_relret,"ey = ts_backfill(anl4_ebit_value, 40) / cap; np = ts_backfill(anl4_fs_detail_estimates_advanced_af_nd_netprofit_mean, 40) / cap; s = ey + np; a = group_zscore(winsorize(ts_mean(s - ts_mean(s, 120), 20), std=3.0), subindustry); p = group_zscore(winsorize(ts_mean(pcr_oi_180, 20), std=3.0), industry); c = group_zscore(winsorize(ts_mean(rel_ret_comp, 10), std=3.0), industry); group_zscore(winsorize(a + a + p + c, std=3.0), industry)",1,12,0.01,NONE,ON,ON
r32_anl_buzz_rev,"ey = ts_backfill(anl4_ebit_value, 40) / cap; np = ts_backfill(anl4_fs_detail_estimates_advanced_af_nd_netprofit_mean, 40) / cap; s = ey + np; a = group_zscore(winsorize(ts_mean(s - ts_mean(s, 120), 20), std=3.0), subindustry); bz = group_zscore(winsorize(-ts_mean(scl12_buzz, 20) / ts_mean(scl12_buzz, 120), std=3.0), industry); d = group_zscore(winsorize(-ts_mean(returns, 5), std=3.0), industry); group_zscore(winsorize(a + a + bz + d, std=3.0), industry)",1,12,0.01,NONE,ON,ON
r32_anl_pcr2,"ey = ts_backfill(anl4_ebit_value, 40) / cap; np = ts_backfill(anl4_fs_detail_estimates_advanced_af_nd_netprofit_mean, 40) / cap; s = ey + np; a = group_zscore(winsorize(ts_mean(s - ts_mean(s, 120), 20), std=3.0), subindustry); p = group_zscore(winsorize(ts_mean(pcr_oi_180, 20), std=3.0), industry); group_zscore(winsorize(a + a + p, std=3.0), industry)",1,12,0.01,NONE,ON,ON
r32_anl_sent_pcr_d16,"ey = ts_backfill(anl4_ebit_value, 40) / cap; np = ts_backfill(anl4_fs_detail_estimates_advanced_af_nd_netprofit_mean, 40) / cap; s = ey + np; a = group_zscore(winsorize(ts_mean(s - ts_mean(s, 120), 20), std=3.0), subindustry); q = group_zscore(winsorize(-ts_mean(scl12_sentiment, 5), std=3.0), industry); p = group_zscore(winsorize(ts_mean(pcr_oi_180, 20), std=3.0), industry); group_zscore(winsorize(a + a + q + p, std=3.0), industry)",1,16,0.01,NONE,ON,ON
r32_anl_sent20_pcr,"ey = ts_backfill(anl4_ebit_value, 40) / cap; np = ts_backfill(anl4_fs_detail_estimates_advanced_af_nd_netprofit_mean, 40) / cap; s = ey + np; a = group_zscore(winsorize(ts_mean(s - ts_mean(s, 120), 20), std=3.0), subindustry); q = group_zscore(winsorize(-ts_mean(scl12_sentiment, 20), std=3.0), industry); p = group_zscore(winsorize(ts_mean(pcr_oi_180, 20), std=3.0), industry); group_zscore(winsorize(a + a + q + p, std=3.0), industry)",1,12,0.01,NONE,ON,ON
r32_noanl_pcr_sent_rev,"p = group_zscore(winsorize(ts_mean(pcr_oi_180, 20), std=3.0), industry); q = group_zscore(winsorize(-ts_mean(scl12_sentiment, 5), std=3.0), industry); d = group_zscore(winsorize(-ts_mean(returns, 5), std=3.0), industry); t = implied_volatility_mean_10 / implied_volatility_mean_60; v = group_zscore(winsorize(-ts_mean(t, 10), std=3.0), industry); group_zscore(winsorize(p + q + d + v + v, std=3.0), industry)",1,16,0.02,NONE,ON,ON
