name,expression,delay,decay,truncation,neutralization,pasteurization,nanHandling
r30_skew180_d0,"ey = ts_backfill(anl4_ebit_value, 40) / cap; np = ts_backfill(anl4_fs_detail_estimates_advanced_af_nd_netprofit_mean, 40) / cap; s = ey + np; a = group_zscore(winsorize(ts_mean(s - ts_mean(s, 120), 20), std=3.0), subindustry); k = ts_mean(implied_volatility_mean_skew_180, 20); b = group_zscore(winsorize(k, std=3.0), industry); group_zscore(winsorize(a + a + a + b, std=3.0), industry)",0,12,0.01,NONE,ON,ON
r30_skew180_d0_poff,"ey = ts_backfill(anl4_ebit_value, 40) / cap; np = ts_backfill(anl4_fs_detail_estimates_advanced_af_nd_netprofit_mean, 40) / cap; s = ey + np; a = group_zscore(winsorize(ts_mean(s - ts_mean(s, 120), 20), std=3.0), subindustry); k = ts_mean(implied_volatility_mean_skew_180, 20); b = group_zscore(winsorize(k, std=3.0), industry); group_zscore(winsorize(a + a + a + b, std=3.0), industry)",0,12,0.01,NONE,OFF,ON
r30_ivterm_d0,"ey = ts_backfill(anl4_ebit_value, 40) / cap; np = ts_backfill(anl4_fs_detail_estimates_advanced_af_nd_netprofit_mean, 40) / cap; s = ey + np; a = group_zscore(winsorize(ts_mean(s - ts_mean(s, 120), 20), std=3.0), subindustry); t = implied_volatility_mean_10 / implied_volatility_mean_60; b = group_zscore(winsorize(-ts_mean(t, 10), std=3.0), industry); group_zscore(winsorize(a + a + a + b, std=3.0), industry)",0,12,0.01,NONE,ON,ON
r30_raw_d0,"ey = ts_backfill(anl4_ebit_value, 40) / cap; np = ts_backfill(anl4_fs_detail_estimates_advanced_af_nd_netprofit_mean, 40) / cap; s = ey + np; winsorize(ts_mean(s - ts_mean(s, 120), 20), std=3.0)",0,12,0.01,NONE,ON,ON
r30_pure_d0,"ey = ts_backfill(anl4_ebit_value, 40) / cap; np = ts_backfill(anl4_fs_detail_estimates_advanced_af_nd_netprofit_mean, 40) / cap; s = ey + np; group_zscore(winsorize(ts_mean(s - ts_mean(s, 120), 20), std=3.0), industry)",0,8,0.02,NONE,ON,ON
r30_pure_d0_poff,"ey = ts_backfill(anl4_ebit_value, 40) / cap; np = ts_backfill(anl4_fs_detail_estimates_advanced_af_nd_netprofit_mean, 40) / cap; s = ey + np; group_zscore(winsorize(ts_mean(s - ts_mean(s, 120), 20), std=3.0), industry)",0,8,0.02,NONE,OFF,ON
r30_skew90_d0,"ey = ts_backfill(anl4_ebit_value, 40) / cap; np = ts_backfill(anl4_fs_detail_estimates_advanced_af_nd_netprofit_mean, 40) / cap; s = ey + np; a = group_zscore(winsorize(ts_mean(s - ts_mean(s, 120), 20), std=3.0), subindustry); k = ts_mean(implied_volatility_mean_skew_90, 20); b = group_zscore(winsorize(k, std=3.0), industry); group_zscore(winsorize(a + a + a + b, std=3.0), industry)",0,12,0.01,NONE,ON,ON
r30_skew180_2to1_d0,"ey = ts_backfill(anl4_ebit_value, 40) / cap; np = ts_backfill(anl4_fs_detail_estimates_advanced_af_nd_netprofit_mean, 40) / cap; s = ey + np; a = group_zscore(winsorize(ts_mean(s - ts_mean(s, 120), 20), std=3.0), subindustry); k = ts_mean(implied_volatility_mean_skew_180, 20); b = group_zscore(winsorize(k, std=3.0), industry); group_zscore(winsorize(a + a + b, std=3.0), industry)",0,12,0.01,NONE,ON,ON
r30_skew180_d1_poff,"ey = ts_backfill(anl4_ebit_value, 40) / cap; np = ts_backfill(anl4_fs_detail_estimates_advanced_af_nd_netprofit_mean, 40) / cap; s = ey + np; a = group_zscore(winsorize(ts_mean(s - ts_mean(s, 120), 20), std=3.0), subindustry); k = ts_mean(implied_volatility_mean_skew_180, 20); b = group_zscore(winsorize(k, std=3.0), industry); group_zscore(winsorize(a + a + a + b, std=3.0), industry)",1,12,0.01,NONE,OFF,ON
r30_pure_d1_poff,"ey = ts_backfill(anl4_ebit_value, 40) / cap; np = ts_backfill(anl4_fs_detail_estimates_advanced_af_nd_netprofit_mean, 40) / cap; s = ey + np; group_zscore(winsorize(ts_mean(s - ts_mean(s, 120), 20), std=3.0), industry)",1,8,0.02,NONE,OFF,ON
r30_skew360_d0,"ey = ts_backfill(anl4_ebit_value, 40) / cap; np = ts_backfill(anl4_fs_detail_estimates_advanced_af_nd_netprofit_mean, 40) / cap; s = ey + np; a = group_zscore(winsorize(ts_mean(s - ts_mean(s, 120), 20), std=3.0), subindustry); k = ts_mean(implied_volatility_mean_skew_360, 20); b = group_zscore(winsorize(k, std=3.0), industry); group_zscore(winsorize(a + a + a + b, std=3.0), industry)",0,12,0.01,NONE,ON,ON
r30_skew180_d0_dec8,"ey = ts_backfill(anl4_ebit_value, 40) / cap; np = ts_backfill(anl4_fs_detail_estimates_advanced_af_nd_netprofit_mean, 40) / cap; s = ey + np; a = group_zscore(winsorize(ts_mean(s - ts_mean(s, 120), 20), std=3.0), subindustry); k = ts_mean(implied_volatility_mean_skew_180, 20); b = group_zscore(winsorize(k, std=3.0), industry); group_zscore(winsorize(a + a + a + b, std=3.0), industry)",0,8,0.01,NONE,ON,ON
